global_solar_mean,global_wind_mean,global_hydro_mean,global_biomass_mean,global_geo_mean,global_total_mean,global_solar_std,global_wind_std,global_hydro_std,global_biomass_std,global_geo_std,global_total_std,peak_solar_kwh,peak_wind_kwh,peak_hydro_kwh,peak_geo_kwh,records,date_start,date_end,irr_to_solar_slope,irr_to_solar_intercept,wind_rated_power,wind_cutin,wind_rated_speed,hydro_base,hydro_precip_coeff,biomass_base,biomass_humidity_coeff,geo_base,geo_temp_coeff
22.06091249952945,90.04696001419492,151.73357624671212,103.26096016517634,407.98435909071355,775.0867680163263,33.15359936509199,106.75801990774157,66.91733247024271,5.809456063283929,11.286004782173613,144.24220159920776,94.24068055954929,332.565616784603,256.1341680058075,426.6446261730417,43801,2019-01-01 00:00:00,2023-12-31 00:00:00,0.1977711672351197,0.07952696225695571,500.0,3.0,12.0,151.73357624671212,0.01,103.26096016517634,0.1761710003802574,407.98435909071355,-0.8127628947447383
